id,text,is_valid,departure_canonical,arrival_canonical,departure_surface,arrival_surface,departure_span_start,departure_span_end,arrival_span_start,arrival_span_end,has_noise,template_id
7653,"Hey, je veux une liaison ferroviaire au départ de Perpignan pour Dijon samedi matin avec une correspondance stp.",1,Perpignan,Dijon,Perpignan,Dijon,50,59,65,70,0,271
7654,Je veux un billet de train Grenoble - Orléans demain matin en seconde tu peux regarder ?,1,Grenoble,Orléans,Grenoble,Orléans,27,35,38,45,0,385
7655,Je souhaiterais un billet au départ de Clermont Ferrand pour Brest ce soir sans correspondance s'il te plaît.,1,Clermont-Ferrand,Brest,Clermont Ferrand,Brest,39,55,61,66,1,399
7656,Raconte-moi l'histoire de Metz.,0,,,,,-1,-1,-1,-1,0,-1
7657,"S'il te plaît, je veux une liaison ferroviaire pour aller à Best depuis Toulouse dans 2 heures le plus rapide possible ? Je dois rejoindre Albert avant de partir.",1,Toulouse,Brest,Toulouse,Best,72,80,60,64,1,414
7658,Je voudrais aller voir mon ami Paris à Marseille.,0,,,,,-1,-1,-1,-1,0,-1
7659,"Avec Paris, on discute de Marseille.",0,,,,,-1,-1,-1,-1,0,-1
7660,"Bonjour, je veux un billet de train Brest → Besancon dans 2 heures sans correspondance",1,Brest,Besançon,Brest,Besancon,36,41,44,52,1,243
7661,"Hey, je veux un trajet de METZ vers Brest la semaine prochaine le plus rapide possible est-ce possible ?",1,Metz,Brest,METZ,Brest,26,30,36,41,1,43
7662,Je souhaiterais un billet de train pour aller à Port Boulet depuis anteS samedi matin est-ce possible ? Avec Albert je voyage.,1,Nantes,Port-Boulet,anteS,Port Boulet,67,72,48,59,1,248
7663,Je cherche un trajet entre Marseille et Saint-Malo vendredi le plus rapide possible s'il te plaît.,1,Marseille,Saint-Malo,Marseille,Saint-Malo,27,36,40,50,0,90
7664,Tu peux un itinéraire de Le Mans jusque Lille demain matin le plus rapide possible est-ce possible ?,1,Le Mans,Lille,Le Mans,Lille,25,32,40,45,0,137
7665,Quel temps fait-il à MARSEILLE aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
7666,J'aime bien Toulouse.,0,,,,,-1,-1,-1,-1,0,-1
7667,Tu peux un train entre Metz et anGErS vendredi en seconde ?,1,Metz,Angers,Metz,anGErS,23,27,31,37,1,95
7668,Peux-tu un voyage de Angers à Clermont Ferrand sans correspondance stp. Je vais voir mon ami Florence.,1,Angers,Clermont-Ferrand,Angers,Clermont Ferrand,21,27,30,46,1,318
7669,J'aimerais un trajet au départ de Toulouse pour Limoges samedi matin avec une correspondance,1,Toulouse,Limoges,Toulouse,Limoges,34,42,48,55,0,206
7670,"Bonjour, je veux une correspondance entre RENNES et aNncy ce soir sans correspondance stp.",1,Rennes,Nancy,RENNES,aNncy,42,48,52,57,1,200
7671,"S'il te plaît, je veux un voyage entre nnACy et Reims demain matin avec une correspondance",1,Nancy,Reims,nnACy,Reims,39,44,48,53,1,323
7672,"Salut, je voudrais une correspondance le-mans → Metz vendredi avec une correspondance s'il te plaît.",1,Le Mans,Metz,le-mans,Metz,38,45,48,52,1,410
7673,Tu peux un billet depuis Lyon jusqu’à Port-Boulet dans 2 heures s'il te plaît.,1,Lyon,Port-Boulet,Lyon,Port-Boulet,25,29,38,49,0,150
7674,Tu peux un billet de train pour aller à Strasbourg depuis MONTPELLIER demain avec une correspondance s'il te plaît.,1,Montpellier,Strasbourg,MONTPELLIER,Strasbourg,58,69,40,50,1,349
7675,J'aimerais un train au départ de AGNERS pour Rennes aujourd'hui en seconde est-ce possible ?,1,Angers,Rennes,AGNERS,Rennes,33,39,45,51,1,88
7676,Je souhaiterais un itinéraire depuis nancy jusqu’à Lille la semaine prochaine tu peux regarder ?,1,Nancy,Lille,nancy,Lille,37,42,51,56,1,119
7677,"Salut, je voudrais un billet de train de Bordeaux vers Marseille vendredi en première classe stp.",1,Bordeaux,Marseille,Bordeaux,Marseille,41,49,55,64,0,348
7678,"Bonjour, je veux une correspondance entre Lille et Montpellier ce soir sans correspondance stp.",1,Lille,Montpellier,Lille,Montpellier,42,47,51,62,0,200
7679,Je veux un train entre metz et Le-Mans ce soir pas trop cher tu peux regarder ?,1,Metz,Le Mans,metz,Le-Mans,23,27,31,38,1,253
7680,Peux-tu un voyage entre Orléans et La-Rochele samedi matin tu peux regarder ?,1,Orléans,La Rochelle,Orléans,La-Rochele,24,31,35,45,1,78
7681,"Hey, je veux une correspondance depuis Toulouse jusqu’à POR BOULET samedi matin sans correspondance Je vais voir mon ami Dieppe.",1,Toulouse,Port-Boulet,Toulouse,POR BOULET,39,47,56,66,1,315
7682,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
7683,Je veux un voyage de dijon jusque Toulouse dans 2 heures Je dois rejoindre Albert avant de partir.,1,Dijon,Toulouse,dijon,Toulouse,21,26,34,42,1,240
7684,Peux-tu un itinéraire depuis DIJON jusqu’à Perpignan vendredi le plus rapide possible stp.,1,Dijon,Perpignan,DIJON,Perpignan,29,34,43,52,1,257
7685,Raconte-moi l'histoire de Angers.,0,,,,,-1,-1,-1,-1,0,-1
7686,Je souhaiterais un itinéraire de grENoblE jusque Limoges le plus rapide possible est-ce possible ?,1,Grenoble,Limoges,grENoblE,Limoges,33,41,49,56,1,394
7687,J'aimerais un billet pour aller à Marseille depuis Lille demain après-midi,1,Lille,Marseille,Lille,Marseille,51,56,34,43,0,359
7688,Peux-tu un voyage entre Saint Malo et Renns samedi matin tu peux regarder ?,1,Saint-Malo,Rennes,Saint Malo,Renns,24,34,38,43,1,78
7689,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
7690,"Salut, je voudrais un voyage en partant de CAEn pour aller à Pau aujourd'hui en première classe",1,Caen,Pau,CAEn,Pau,43,47,61,64,1,287
7691,"Hey, je veux une correspondance montpELlier - Lyon la semaine prochaine sans correspondance stp.",1,Montpellier,Lyon,montpELlier,Lyon,32,43,46,50,1,299
7692,Je cherche un voyage en partant de Avignon pour aller à Caen demain matin sans correspondance s'il te plaît.,1,Avignon,Caen,Avignon,Caen,35,42,56,60,0,148
7693,"S'il te plaît, je veux une liaison ferroviaire de le maN jusqu'à Nancy demain matin le plus rapide possible s'il te plaît.",1,Le Mans,Nancy,le maN,Nancy,50,56,65,70,1,71
7694,Je souhaiterais un billet au départ de Lyon pour Paris ce soir sans correspondance s'il te plaît.,1,Lyon,Paris,Lyon,Paris,39,43,49,54,0,399
7695,Raconte-moi l'histoire de Tolouse.,0,,,,,-1,-1,-1,-1,0,-1
7696,"Hey, je veux une correspondance pour aller à NANcy depuis Dijon dans 2 heures sans correspondance tu peux regarder ?",1,Dijon,Nancy,Dijon,NANcy,58,63,45,50,1,325
7697,Je veux une liaison ferroviaire Perpignan - aix-en-proVEnCe sans correspondance tu peux regarder ?,1,Perpignan,Aix-en-Provence,Perpignan,aix-en-proVEnCe,32,41,44,59,1,235
7698,"Hey, je veux une correspondance depuis Limoges jusqu’à grenoble samedi matin sans correspondance Je vais voir mon ami Paris.",1,Limoges,Grenoble,Limoges,grenoble,39,46,55,63,1,315
7699,J’ai besoin de un itinéraire de Marseille à Nantes ce soir en seconde s'il te plaît.,1,Marseille,Nantes,Marseille,Nantes,32,41,44,50,0,145
7700,Quel temps fait-il à anGers aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
7701,Je veux un billet depuis Besancon jusqu’à Metz avec une correspondance ?,1,Besançon,Metz,Besancon,Metz,25,33,42,46,1,115
7702,Je veux une pizza à Nantes.,0,,,,,-1,-1,-1,-1,0,-1
7703,"Hey, je veux un billet de train de Aix en Provence vers angers demain tu peux regarder ? Je vais voir mon ami Milan.",1,Aix-en-Provence,Angers,Aix en Provence,angers,35,50,56,62,1,290
7704,T'as des nouvelles de Milan ?,0,,,,,-1,-1,-1,-1,0,-1
7705,Peux-tu une liaison ferroviaire de Aix-ne-Provence à Lille dans 2 heures sans correspondance,1,Aix-en-Provence,Lille,Aix-ne-Provence,Lille,35,50,53,58,1,157
7706,"S'il te plaît, je veux un trajet de Saint-Malo vers Paris vendredi pas trop cher s'il te plaît.",1,Saint-Malo,Paris,Saint-Malo,Paris,36,46,52,57,0,277
7707,Peux-tu un voyage de la rochelle vers LIlle dans 2 heures avec une correspondance tu peux regarder ?,1,La Rochelle,Lille,la rochelle,LIlle,21,32,38,43,1,9
7708,J’ai besoin de un voyage en partant de Grenoble pour aller à StRasbouRg vendredi sans correspondance ?,1,Grenoble,Strasbourg,Grenoble,StRasbouRg,39,47,61,71,1,38
7709,Je souhaiterais un itinéraire de Parsi jusque Besancon le plus rapide possible est-ce possible ?,1,Paris,Besançon,Parsi,Besancon,33,38,46,54,1,394
7710,Je voudrais un itinéraire de Brest jusqu'à tours demain après-midi sans correspondance ?,1,Brest,Tours,Brest,tours,29,34,43,48,1,59
7711,Je veux aller à BREST (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
7712,Tu peux un billet Pau → diJoN samedi matin en seconde s'il te plaît.,1,Pau,Dijon,Pau,diJoN,18,21,24,29,1,228
7713,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
7714,Tu peux une liaison ferroviaire au départ de la rochelle pour Saint-Malo demain le plus rapide possible stp.,1,La Rochelle,Saint-Malo,la rochelle,Saint-Malo,45,56,62,72,1,333
7715,Je cherche un voyage de Limoges jusque Nice ce soir le plus rapide possible stp. Je vais voir mon ami Dieppe.,1,Limoges,Nice,Limoges,Nice,24,31,39,43,0,356
7716,Tu peux une correspondance entre Saint-Malo et strasbourg demain matin en première classe tu peux regarder ?,1,Saint-Malo,Strasbourg,Saint-Malo,strasbourg,33,43,47,57,1,352
7717,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
7718,Je cherche un voyage au départ de oRLéanS pour BORDEAUX aujourd'hui sans correspondance ?,1,Orléans,Bordeaux,oRLéanS,BORDEAUX,34,41,47,55,1,37
7719,"S'il te plaît, je veux un billet de train Clermont Ferrand → port-Boulet vendredi pas trop cher stp.",1,Clermont-Ferrand,Port-Boulet,Clermont Ferrand,port-Boulet,42,58,61,72,1,55
7720,Tu peux un billet de train pour aller à Port-Boulet depuis Avignon la semaine prochaine le plus rapide possible s'il te plaît.,1,Avignon,Port-Boulet,Avignon,Port-Boulet,59,66,40,51,0,272
7721,J'aimerais un billet depuis avignon jusqu’à Brest ce soir le plus rapide possible,1,Avignon,Brest,avignon,Brest,28,35,44,49,1,209
7722,J’ai besoin de un train depuis Grenoble jusqu’à Limoges vendredi pas trop cher,1,Grenoble,Limoges,Grenoble,Limoges,31,39,48,55,0,344
7723,Tu peux un trajet entre Port-Boulet et Metz le plus rapide possible ?,1,Port-Boulet,Metz,Port-Boulet,Metz,24,35,39,43,0,362
7724,"Bonjour, je veux un trajet Limoges → Lille stp. Je vais voir mon ami Albert.",1,Limoges,Lille,Limoges,Lille,27,34,37,42,0,339
7725,T'as des nouvelles de Troyes ?,0,,,,,-1,-1,-1,-1,0,-1
7726,Je veux un train depuis Limoges jusqu’à Le Mans demain après-midi sans correspondance,1,Limoges,Le Mans,Limoges,Le Mans,24,31,40,47,0,176
7727,Je souhaiterais une liaison ferroviaire depuis Strasbourg jusqu’à Tours dans 2 heures le plus rapide possible,1,Strasbourg,Tours,Strasbourg,Tours,47,57,66,71,0,117
7728,"Salut, je voudrais une correspondance de Metz vers AvIGnoN dans 2 heures le plus rapide possible s'il te plaît.",1,Metz,Avignon,Metz,AvIGnoN,41,45,51,58,1,302
7729,Je veux aller voir Paris.,0,,,,,-1,-1,-1,-1,0,-1
7730,Tu peux un voyage en partant de Avignon pour aller à Saint-Étienne aujourd'hui en seconde s'il te plaît.,1,Avignon,Saint-Étienne,Avignon,Saint-Étienne,32,39,53,66,0,251
7731,"S'il te plaît, je veux une liaison ferroviaire de Port-Boulet vers Le-Mans dans 2 heures le plus rapide possible",1,Port-Boulet,Le Mans,Port-Boulet,Le-Mans,50,61,67,74,1,250
7732,Je souhaiterais un trajet la-rochell - pau pas trop cher,1,La Rochelle,Pau,la-rochell,pau,26,36,39,42,1,241
7733,Tu peux un itinéraire au départ de LIMOGES pour Dijon samedi matin pas trop cher tu peux regarder ?,1,Limoges,Dijon,LIMOGES,Dijon,35,42,48,53,1,103
7734,Je veux un itinéraire depuis Marseille jusqu’à Dijon vendredi en seconde stp.,1,Marseille,Dijon,Marseille,Dijon,29,38,47,52,0,98
7735,"Bonjour, je veux un train depuis Caen jusqu’à Aix-en-Provence en seconde",1,Caen,Aix-en-Provence,Caen,Aix-en-Provence,33,37,46,61,0,371
7736,J'aime bien NANCY.,0,,,,,-1,-1,-1,-1,0,-1
7737,Je voudrais aller voir mon ami Florence à tours.,0,,,,,-1,-1,-1,-1,0,-1
7738,J’ai besoin de un voyage depuis Pau jusqu’à bordeaux demain après-midi en première classe ?,1,Pau,Bordeaux,Pau,bordeaux,32,35,44,52,1,292
7739,Je souhaiterais un voyage en partant de saint malo pour aller à Lille ce soir en seconde ?,1,Saint-Malo,Lille,saint malo,Lille,40,50,64,69,1,379
7740,Je souhaiterais une liaison ferroviaire depuis Aix-en-Provence jusqu’à Metz dans 2 heures le plus rapide possible,1,Aix-en-Provence,Metz,Aix-en-Provence,Metz,47,62,71,75,0,117
7741,Je veux aller voir Albert.,0,,,,,-1,-1,-1,-1,0,-1
7742,T'as des nouvelles de Lourdes ?,0,,,,,-1,-1,-1,-1,0,-1
7743,J'aimerais une liaison ferroviaire de brest jusque caen ce soir avec une correspondance,1,Brest,Caen,brest,caen,38,43,51,55,1,183
7744,"Avec Paris, on discute de lille.",0,,,,,-1,-1,-1,-1,0,-1
7745,Tu peux une correspondance de Rennes vers Brest demain avec une correspondance tu peux regarder ?,1,Rennes,Brest,Rennes,Brest,30,36,42,47,0,226
7746,J'aimerais un itinéraire de Pris à Saint Mlo demain après-midi est-ce possible ?,1,Paris,Saint-Malo,Pris,Saint Mlo,28,32,35,44,1,41
7747,Raconte-moi l'histoire de Reims.,0,,,,,-1,-1,-1,-1,0,-1
7748,"Salut, je voudrais un itinéraire depuis bReST jusqu’à Rennes dans 2 heures en première classe tu peux regarder ?",1,Brest,Rennes,bReST,Rennes,40,45,54,60,1,33
7749,"S'il te plaît, je veux un train Bordeaux → Pais vendredi pas trop cher s'il te plaît.",1,Bordeaux,Paris,Bordeaux,Pais,32,40,43,47,1,92
7750,Peux-tu un billet pour aller à Lille depuis saint malo samedi matin pas trop cher stp.,1,Saint-Malo,Lille,saint malo,Lille,44,54,31,36,1,10
7751,Je voudrais aller voir mon ami Dieppe à Dijon.,0,,,,,-1,-1,-1,-1,0,-1
7752,J'aimerais un itinéraire pour aller à DIJON depuis Rennes samedi matin tu peux regarder ?,1,Rennes,Dijon,Rennes,DIJON,51,57,38,43,1,341
7753,Raconte-moi l'histoire de MONTPELLIER.,0,,,,,-1,-1,-1,-1,0,-1
7754,Tu peux une correspondance de Perpignan à Orlens,1,Perpignan,Orléans,Perpignan,Orlens,30,39,42,48,1,261
7755,Je voudrais une correspondance depuis Pau jusqu’à PaRIs demain après-midi sans correspondance,1,Pau,Paris,Pau,PaRIs,38,41,50,55,1,120
7756,Je voudrais un train de Angers vers Limoges demain matin tu peux regarder ?,1,Angers,Limoges,Angers,Limoges,24,30,36,43,0,392
7757,Je souhaiterais un billet de train en partant de Angers pour aller à Port-Bouet ce soir sans correspondance tu peux regarder ?,1,Angers,Port-Boulet,Angers,Port-Bouet,49,55,69,79,1,258
7758,"Hey, je veux un train depuis lyon jusqu’à Besançon aujourd'hui s'il te plaît.",1,Lyon,Besançon,lyon,Besançon,29,33,42,50,1,149
7759,J’ai besoin de un billet de train Besançon - La-Rochelle le plus rapide possible s'il te plaît.,1,Besançon,La Rochelle,Besançon,La-Rochelle,34,42,45,56,1,44
7760,Je veux aller voir Milan.,0,,,,,-1,-1,-1,-1,0,-1
7761,Je voudrais une liaison ferroviaire de Clermont-Ferrand vers Metz dans 2 heures en première classe s'il te plaît.,1,Clermont-Ferrand,Metz,Clermont-Ferrand,Metz,39,55,61,65,0,0
7762,Je veux aller voir Milan.,0,,,,,-1,-1,-1,-1,0,-1
7763,"S'il te plaît, je veux une liaison ferroviaire pour aller à Besancon depuis nice dans 2 heures le plus rapide possible ? Je dois rejoindre Orange avant de partir.",1,Nice,Besançon,nice,Besancon,76,80,60,68,1,414
7764,"Bonjour, je veux un trajet entre Besancon et Nice dans 2 heures en seconde",1,Besançon,Nice,Besancon,Nice,33,41,45,49,1,45
7765,Tu peux un train pour aller à Orleans depuis Paris la semaine prochaine sans correspondance est-ce possible ? Je vais voir mon ami Milan.,1,Paris,Orléans,Paris,Orleans,45,50,30,37,1,215
7766,Je veux un itinéraire de Saint tienne à Metz la semaine prochaine le plus rapide possible,1,Saint-Étienne,Metz,Saint tienne,Metz,25,37,40,44,1,236
7767,J'aimerais un itinéraire de Caen à nancy ce soir en première classe,1,Caen,Nancy,Caen,nancy,28,32,35,40,1,105
7768,"S'il te plaît, je veux une correspondance de gRenOble vers Saint Étienne demain le plus rapide possible stp.",1,Grenoble,Saint-Étienne,gRenOble,Saint Étienne,45,53,59,72,1,391
7769,Je veux aller à Strasbourg (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
7770,Je veux une correspondance entre Dijon et Le Mans la semaine prochaine le plus rapide possible stp.,1,Dijon,Le Mans,Dijon,Le Mans,33,38,42,49,0,363
7771,J’ai besoin de un itinéraire de Aix en Provence à Strasbourg samedi matin en première classe ?,1,Aix-en-Provence,Strasbourg,Aix en Provence,Strasbourg,32,47,50,60,1,58
7772,Peux-tu un billet de train depuis Aix En Provence jusqu’à Perpignan demain est-ce possible ?,1,Aix-en-Provence,Perpignan,Aix En Provence,Perpignan,34,49,58,67,1,401
7773,"Hey, je veux un train depuis Strasbourg jusqu’à Le Mans aujourd'hui s'il te plaît.",1,Strasbourg,Le Mans,Strasbourg,Le Mans,29,39,48,55,0,149
7774,Peux-tu un train pour aller à Genoble depuis La Rochelle demain avec une correspondance s'il te plaît.,1,La Rochelle,Grenoble,La Rochelle,Genoble,45,56,30,37,1,132
7775,"Bonjour, je veux une liaison ferroviaire Sain-Malo - Nanc avec une correspondance Avec Orange je voyage.",1,Saint-Malo,Nancy,Sain-Malo,Nanc,41,50,53,57,1,108
7776,Peux-tu un train en partant de lyon pour aller à nIce aujourd'hui s'il te plaît.,1,Lyon,Nice,lyon,nIce,31,35,49,53,1,199
7777,J'aimerais un billet de train en partant de Perpignan pour aller à Metz avec une correspondance Je dois rejoindre Albert avant de partir.,1,Perpignan,Metz,Perpignan,Metz,44,53,67,71,0,411
7778,Je cherche une liaison ferroviaire pour aller à BORDEAUX depuis brest dans 2 heures en première classe,1,Brest,Bordeaux,brest,BORDEAUX,64,69,48,56,1,77
7779,Tu peux un voyage de La Rochelle jusque Strasbourg demain matin sans correspondance est-ce possible ?,1,La Rochelle,Strasbourg,La Rochelle,Strasbourg,21,32,40,50,0,266
7780,Peux-tu une liaison ferroviaire de GreNOblE à Saint-Étienne dans 2 heures sans correspondance,1,Grenoble,Saint-Étienne,GreNOblE,Saint-Étienne,35,43,46,59,1,157
7781,Je veux une pizza à SAINT-ÉTIENNE.,0,,,,,-1,-1,-1,-1,0,-1
7782,J'aimerais un itinéraire de Bordeaux à Tours demain après-midi est-ce possible ?,1,Bordeaux,Tours,Bordeaux,Tours,28,36,39,44,0,41
7783,"Salut, je voudrais un billet de train en partant de pAu pour aller à METZ demain pas trop cher",1,Pau,Metz,pAu,METZ,52,55,69,73,1,57
7784,Je souhaiterais un billet de Port-Boulet vers Avignon aujourd'hui en première classe ? Avec Albert je voyage.,1,Port-Boulet,Avignon,Port-Boulet,Avignon,29,40,46,53,0,50
7785,"Hey, je veux un train de Besançon jusqu'à Toulouse dans 2 heures en seconde ?",1,Besançon,Toulouse,Besançon,Toulouse,25,33,42,50,0,96
7786,"Salut, je voudrais un billet de train Renes → CAEN ce soir tu peux regarder ?",1,Rennes,Caen,Renes,CAEN,38,43,46,50,1,332
7787,Peux-tu un itinéraire pour aller à Saint-Malo depuis le mans samedi matin ?,1,Le Mans,Saint-Malo,le mans,Saint-Malo,53,60,35,45,1,20
7788,Je veux une liaison ferroviaire Saint-Étienne - la rochelle sans correspondance tu peux regarder ?,1,Saint-Étienne,La Rochelle,Saint-Étienne,la rochelle,32,45,48,59,1,235
7789,Tu peux un billet de saint-malo à Brest demain sans correspondance est-ce possible ?,1,Saint-Malo,Brest,saint-malo,Brest,21,31,34,39,1,416
7790,Tu peux une correspondance entre Nantes et tOULOuse demain matin en première classe tu peux regarder ?,1,Nantes,Toulouse,Nantes,tOULOuse,33,39,43,51,1,352
7791,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
7792,"Avec Paris, on discute de tours.",0,,,,,-1,-1,-1,-1,0,-1
7793,J’ai besoin de un trajet Caen - NanteS demain après-midi sans correspondance ?,1,Caen,Nantes,Caen,NanteS,25,29,32,38,1,1
7794,J’ai besoin de une liaison ferroviaire Metz - Lille demain matin avec une correspondance s'il te plaît.,1,Metz,Lille,Metz,Lille,39,43,46,51,0,335
7795,Je voudrais une correspondance en partant de Avignon pour aller à Nantes aujourd'hui en première classe stp.,1,Avignon,Nantes,Avignon,Nantes,45,52,66,72,0,163
7796,Raconte-moi l'histoire de la rOChelle.,0,,,,,-1,-1,-1,-1,0,-1
7797,"Bonjour, je veux un train en partant de Clermont-Ferrand pour aller à Le-Mas s'il te plaît. Je dois rejoindre Troyes avant de partir.",1,Clermont-Ferrand,Le Mans,Clermont-Ferrand,Le-Mas,40,56,70,76,1,306
7798,Tu peux un billet de train au départ de aNntes pour caen vendredi en première classe est-ce possible ?,1,Nantes,Caen,aNntes,caen,40,46,52,56,1,164
7799,Je veux aller à Caen (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
7800,T'as des nouvelles de Troyes ?,0,,,,,-1,-1,-1,-1,0,-1
7801,"Bonjour, je veux un billet de train Pau → besaNçon dans 2 heures sans correspondance",1,Pau,Besançon,Pau,besaNçon,36,39,42,50,1,243
7802,Tu peux un billet depuis Besançon jusqu’à Avignon vendredi pas trop cher est-ce possible ?,1,Besançon,Avignon,Besançon,Avignon,25,33,42,49,0,70
7803,T'as des nouvelles de Orange ?,0,,,,,-1,-1,-1,-1,0,-1
7804,"S'il te plaît, je veux une liaison ferroviaire de Paris jusqu'à avignon dans 2 heures avec une correspondance tu peux regarder ?",1,Paris,Avignon,Paris,avignon,50,55,64,71,1,334
7805,"S'il te plaît, je veux un trajet de Perpignan à Orléns samedi matin s'il te plaît.",1,Perpignan,Orléans,Perpignan,Orléns,36,45,48,54,1,295
7806,"Salut, je voudrais un billet de train entre clermont-ferrand et Lyon la semaine prochaine le plus rapide possible ?",1,Clermont-Ferrand,Lyon,clermont-ferrand,Lyon,44,60,64,68,1,247
7807,Je veux aller à Pau (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
7808,Je veux une liaison ferroviaire Dijn - Montpellier demain le plus rapide possible Je vais voir mon ami Milan.,1,Dijon,Montpellier,Dijn,Montpellier,32,36,39,50,1,214
7809,J'aimerais un itinéraire Saint-Malo - Brest vendredi le plus rapide possible,1,Saint-Malo,Brest,Saint-Malo,Brest,25,35,38,43,0,263
7810,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
7811,Peux-tu un voyage de Avignon jusque Tours ce soir sans correspondance tu peux regarder ?,1,Avignon,Tours,Avignon,Tours,21,28,36,41,0,337
7812,J'aimerais un train entre Nntes et MONTPELLIER ce soir sans correspondance stp.,1,Nantes,Montpellier,Nntes,MONTPELLIER,26,31,35,46,1,113
7813,J’ai besoin de un voyage depuis Grenoble jusqu’à Saint Eitenne demain après-midi en première classe ?,1,Grenoble,Saint-Étienne,Grenoble,Saint Eitenne,32,40,49,62,1,292
7814,J’ai besoin de une correspondance au départ de Bordeaux pour Avignon demain matin sans correspondance est-ce possible ?,1,Bordeaux,Avignon,Bordeaux,Avignon,47,55,61,68,0,307
7815,Peux-tu un voyage Lmioges → Toulouse dans 2 heures le plus rapide possible est-ce possible ?,1,Limoges,Toulouse,Lmioges,Toulouse,18,25,28,36,1,289
7816,"Avec Troyes, on discute de lyon.",0,,,,,-1,-1,-1,-1,0,-1
7817,Je veux une correspondance entre Anegrs et Strasbourg la semaine prochaine le plus rapide possible stp.,1,Angers,Strasbourg,Anegrs,Strasbourg,33,39,43,53,1,363
7818,Tu peux un billet depuis Nice jusqu’à Prais dans 2 heures s'il te plaît.,1,Nice,Paris,Nice,Prais,25,29,38,43,1,150
7819,"Bonjour, je veux un voyage Saint Malo → Strasbourg aujourd'hui pas trop cher est-ce possible ?",1,Saint-Malo,Strasbourg,Saint Malo,Strasbourg,27,37,40,50,1,201
7820,Peux-tu une correspondance en partant de ANGESR pour aller à Marseille demain après-midi est-ce possible ?,1,Angers,Marseille,ANGESR,Marseille,41,47,61,70,1,160
7821,Je souhaiterais un billet de train pour aller à Saint-Étienne depuis Bres samedi matin est-ce possible ? Avec Troyes je voyage.,1,Brest,Saint-Étienne,Bres,Saint-Étienne,69,73,48,61,1,248
7822,J’ai besoin de une correspondance en partant de Clermont Ferrand pour aller à Le Mans demain après-midi le plus rapide possible tu peux regarder ?,1,Clermont-Ferrand,Le Mans,Clermont Ferrand,Le Mans,48,64,78,85,1,46
7823,Je souhaiterais un itinéraire de Caen jusque reims vendredi est-ce possible ?,1,Caen,Reims,Caen,reims,33,37,45,50,1,133
7824,Je cherche un trajet entre Besançon et Strasbourg vendredi le plus rapide possible s'il te plaît.,1,Besançon,Strasbourg,Besançon,Strasbourg,27,35,39,49,0,90
7825,"Hey, je veux un trajet de Nanets jusque Nancy demain après-midi",1,Nantes,Nancy,Nanets,Nancy,26,32,40,45,1,377
7826,J'aimerais un itinéraire au départ de Avignon pour Bordeaux tu peux regarder ? Je vais voir mon ami Orange.,1,Avignon,Bordeaux,Avignon,Bordeaux,38,45,51,59,0,408
7827,Je voudrais un billet de train de Reims vers Strasbourg demain après-midi pas trop cher est-ce possible ?,1,Reims,Strasbourg,Reims,Strasbourg,34,39,45,55,0,340
7828,Je cherche un billet entre Paris et Toulouse en seconde s'il te plaît.,1,Paris,Toulouse,Paris,Toulouse,27,32,36,44,0,402
7829,Je veux un billet au départ de La-Rochelle pour grenoble demain avec une correspondance ?,1,La Rochelle,Grenoble,La-Rochelle,grenoble,31,42,48,56,1,222
7830,"Salut, je voudrais un itinéraire de Saint-Étienne jusqu'à TOURS samedi matin s'il te plaît.",1,Saint-Étienne,Tours,Saint-Étienne,TOURS,36,49,58,63,1,252
7831,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
7832,"Salut, je voudrais un train de SaINT-Malo jusque Montpellier demain le plus rapide possible stp.",1,Saint-Malo,Montpellier,SaINT-Malo,Montpellier,31,41,49,60,1,256
7833,Je voudrais un train de sAint-étiEnNe vers Besançon demain après-midi en première classe stp.,1,Saint-Étienne,Besançon,sAint-étiEnNe,Besançon,24,37,43,51,1,162
7834,J’ai besoin de un itinéraire au départ de Angers pour Pau demain avec une correspondance tu peux regarder ?,1,Angers,Pau,Angers,Pau,42,48,54,57,0,14
7835,Peux-tu un trajet de Bres jusqu'à Rennes aujourd'hui sans correspondance ?,1,Brest,Rennes,Bres,Rennes,21,25,34,40,1,91
7836,"Avec Milan, on discute de Paris.",0,,,,,-1,-1,-1,-1,0,-1
7837,"S'il te plaît, je veux un billet de train Aix-en-Provence - PoRt BouLEt ce soir sans correspondance stp.",1,Aix-en-Provence,Port-Boulet,Aix-en-Provence,PoRt BouLEt,42,57,60,71,1,275
7838,Je voudrais un trajet de caen à Clermont-Ferrand demain matin en première classe,1,Caen,Clermont-Ferrand,caen,Clermont-Ferrand,25,29,32,48,1,34
